accident_id,city,date,time,day_of_week,location,latitude,longitude,road_type,vehicle_type,weather,light_condition,accident_severity,num_vehicles_involved,num_casualties,speed_limit,traffic_density,weather_temp_c,risk_score,cluster_zone
22,Chennai,2025-01-02,6:24,Wednesday,OMR,-1.676338293501793,0.5906405185913147,0,2,3,0,Minor,0.0105259500298911,1,-0.5096053604618477,1,1.0962706567557097,0.26,3
23,Chennai,2025-08-10,11:45,Tuesday,Anna Salai,0.8553624846882779,1.1004151892756464,2,4,0,0,Fatal,0.0105259500298911,1,-0.5096053604618477,0,-0.1646200766537848,0.59,4
24,Chennai,2025-09-10,5:52,Friday,Arcot Road,0.6746933740940917,0.3019757796107163,1,1,0,1,Serious,0.0105259500298911,1,-0.5096053604618477,2,-0.1986982045837717,0.44,5
25,Chennai,2025-01-06,16:38,Sunday,GST Road,-0.95454203142601,-1.9079799974741671,3,4,0,1,Minor,-1.2040067457267911,0,-1.188475734078874,0,-0.2668544604437442,0.88,2
26,Chennai,2024-11-03,22:45,Wednesday,OMR,-1.5635439491016794,0.6695940933532195,1,1,0,0,Minor,1.2250586457865735,1,0.1692650131551784,2,0.4828643540159559,0.2,3
27,Chennai,2024-02-27,19:14,Wednesday,OMR,-1.6459309598721226,0.832264065553532,1,3,0,1,Serious,-1.2040067457267911,1,-0.5096053604618477,0,-0.4372451000936761,0.52,3
28,Chennai,2024-01-20,11:22,Saturday,Poonamallee High Road,1.1097918608774795,-0.8442544649084422,1,4,0,0,Serious,0.0105259500298911,1,-1.188475734078874,0,0.2443174585060514,0.54,0
29,Chennai,2023-11-06,10:20,Monday,Anna Salai,0.902264678068072,1.1387060502797233,1,4,0,1,Minor,-1.2040067457267911,1,1.5270057603892306,0,-0.7098701235335674,0.83,4
30,Chennai,2024-03-26,13:41,Saturday,Arcot Road,0.6626926980549301,0.1997619785248467,2,0,0,0,Minor,0.0105259500298911,0,-0.5096053604618477,0,0.7554893774558459,0.45,5
31,Chennai,2024-07-29,23:12,Saturday,Arcot Road,0.566928809659353,0.2131108803588836,3,0,0,0,Minor,1.2250586457865735,2,0.1692650131551784,2,2.8683333091150023,0.14,5
32,Chennai,2024-07-06,14:14,Sunday,Velachery Main Road,-0.2046736513826323,0.446301625149178,3,2,0,2,Minor,0.0105259500298911,0,0.1692650131551784,2,-2.038917112803035,0.43,1
33,Chennai,2025-01-22,13:57,Thursday,Velachery Main Road,-0.1606485283439651,0.5909776780546954,1,2,0,1,Minor,1.2250586457865735,2,1.5270057603892306,1,0.5850987378059153,0.3,1
34,Chennai,2025-05-18,5:30,Tuesday,Anna Salai,0.877216489301439,0.9727043396783436,2,2,0,0,Serious,-1.2040067457267911,2,1.5270057603892306,1,-0.1986982045837717,0.12,4
35,Chennai,2025-05-30,5:19,Wednesday,Poonamallee High Road,1.145719649621638,-0.9321272889783714,2,4,0,2,Minor,0.0105259500298911,1,0.1692650131551784,1,-1.0506514028334313,0.52,0
36,Chennai,2024-04-13,14:52,Friday,Poonamallee High Road,1.0998861530418491,-0.7624927226779911,0,4,3,1,Serious,0.0105259500298911,2,-0.5096053604618477,1,0.6873331215958747,0.66,0
37,Chennai,2025-08-30,17:57,Saturday,Anna Salai,0.9600559854456868,1.0599663119564102,3,4,1,2,Minor,0.0105259500298911,3,0.1692650131551784,2,-0.8121045073235268,0.57,4
38,Chennai,2025-10-23,16:39,Sunday,Anna Salai,0.8829479459144934,1.1266559542467602,3,0,0,2,Minor,-1.2040067457267911,2,-0.5096053604618477,1,0.3465518422960108,0.2,4
39,Chennai,2024-11-25,16:10,Friday,Arcot Road,0.5664438918255013,0.3282000796958312,2,0,0,0,Fatal,0.0105259500298911,2,0.1692650131551784,0,-1.186963914553376,0.42,5
40,Chennai,2025-03-29,16:47,Sunday,Poonamallee High Road,1.1267606638336394,-0.7126346238958301,1,4,0,1,Minor,-1.2040067457267911,1,1.5270057603892306,2,0.005770562996147,0.6,0
41,Chennai,2025-03-20,17:29,Wednesday,Poonamallee High Road,1.1441969331963608,-0.87748543607677,1,4,0,2,Minor,1.2250586457865735,1,-0.5096053604618477,2,-0.2668544604437442,0.6,0
42,Chennai,2025-02-21,18:21,Wednesday,Poonamallee High Road,1.0685707539531517,-0.7127367640113986,0,2,0,1,Minor,-1.2040067457267911,0,0.1692650131551784,2,-1.9026046010830904,0.45,0
43,Chennai,2024-06-28,13:39,Wednesday,Velachery Main Road,-0.140703737445975,0.4229344123446713,3,4,0,0,Serious,1.2250586457865735,0,1.5270057603892306,2,1.5052081919155471,0.3,1
44,Chennai,2025-04-30,12:16,Saturday,Velachery Main Road,-0.1474224565095262,0.522663571789212,1,4,0,1,Minor,0.0105259500298911,1,-0.5096053604618477,1,-1.0165732749034444,0.52,1
45,Chennai,2025-06-30,7:40,Tuesday,Arcot Road,0.6900427765209282,0.3487001269675466,2,4,0,2,Serious,0.0105259500298911,1,1.5270057603892306,0,1.2325831684756572,0.8,5
46,Chennai,2025-08-05,10:44,Saturday,Arcot Road,0.6867145887376178,0.2164550100850502,1,4,3,0,Serious,1.2250586457865735,1,0.1692650131551784,0,2.8001770532550285,0.76,5
47,Chennai,2024-03-02,7:31,Saturday,Velachery Main Road,-0.1538415532370677,0.603900257115639,2,4,0,1,Serious,0.0105259500298911,1,0.1692650131551784,2,1.539286319845534,0.65,1
48,Chennai,2024-12-07,14:07,Wednesday,Arcot Road,0.6642070517434252,0.2333004554925641,2,3,0,0,Minor,1.2250586457865735,1,-0.5096053604618477,0,-0.4031669721636904,0.38,5
49,Chennai,2025-07-16,16:01,Tuesday,Arcot Road,0.6061928025546441,0.2493985627382592,3,4,0,0,Minor,-1.2040067457267911,1,0.1692650131551784,2,0.005770562996147,0.49,5
50,Chennai,2024-07-13,17:02,Sunday,OMR,-1.6062998947232912,0.6853531254000378,2,2,0,2,Fatal,1.2250586457865735,0,1.5270057603892306,1,1.5733644477755209,0.34,3
51,Chennai,2025-01-20,16:56,Monday,Velachery Main Road,-0.1724192284379803,0.555546131869745,2,4,0,1,Serious,-1.2040067457267911,1,0.1692650131551784,2,0.7214112495258614,0.59,1
52,Chennai,2024-12-26,10:41,Wednesday,OMR,-1.5820827910605268,0.8081361036741759,2,4,2,0,Serious,1.2250586457865735,1,-1.188475734078874,2,0.1080049467861052,0.37,3
53,Chennai,2025-07-21,4:01,Wednesday,OMR,-1.606934202889292,0.7154608995174578,2,2,0,0,Minor,0.0105259500298911,2,1.5270057603892306,2,1.0281144008957384,0.12,3
54,Chennai,2025-04-03,12:53,Wednesday,Poonamallee High Road,1.146935518638145,-0.7119112753281589,1,4,0,0,Minor,-1.2040067457267911,2,0.1692650131551784,1,-1.8344483452231184,0.32,0
55,Chennai,2024-07-29,16:04,Sunday,Velachery Main Road,-0.1703223333555112,0.4114531819681991,2,4,0,0,Minor,-1.2040067457267911,0,1.5270057603892306,1,-1.0506514028334313,0.32,1
56,Chennai,2025-05-22,23:26,Monday,Anna Salai,0.8913077431856953,1.0922927517278336,2,4,0,0,Serious,0.0105259500298911,0,-1.188475734078874,2,0.8236456333158196,0.39,4
57,Chennai,2024-03-05,7:42,Sunday,GST Road,-1.024924545157276,-1.9044249962345392,3,4,0,0,Minor,0.0105259500298911,0,0.1692650131551784,1,-0.3350107163037167,0.15,2
58,Chennai,2024-03-15,5:29,Friday,GST Road,-0.9550616163999384,-1.926036945738368,2,4,0,2,Fatal,-1.2040067457267911,3,1.5270057603892306,0,1.6415207036354922,0.86,2
59,Chennai,2023-11-22,3:09,Thursday,Velachery Main Road,-0.2142547595389424,0.5575130103320971,2,4,0,1,Minor,1.2250586457865735,2,-0.5096053604618477,2,0.0398486909261327,0.56,1
60,Chennai,2025-05-02,2:18,Monday,GST Road,-0.9261683833532124,-1.7498815950572442,2,4,0,0,Minor,-1.2040067457267911,0,0.1692650131551784,0,-0.914338891113486,0.48,2
61,Chennai,2024-09-27,18:18,Sunday,Velachery Main Road,-0.1093382830358994,0.4580504428612709,1,4,0,1,Minor,0.0105259500298911,0,0.1692650131551784,0,-1.7322139614331586,0.85,1
62,Chennai,2024-05-29,11:57,Friday,Anna Salai,0.8748026630147459,0.9538501093280024,0,4,0,0,Fatal,1.2250586457865735,2,1.5270057603892306,1,-0.5394794838836355,0.35,4
63,Chennai,2023-12-02,15:40,Sunday,Velachery Main Road,-0.1271477275869584,0.5731099400764156,2,2,1,2,Minor,0.0105259500298911,1,-0.5096053604618477,0,0.2443174585060514,0.58,1
64,Chennai,2025-09-24,13:36,Friday,OMR,-1.597807254002397,0.7531147246087917,1,4,3,0,Serious,-1.2040067457267911,3,1.5270057603892306,1,-0.4372451000936761,0.46,3
65,Chennai,2025-02-19,18:41,Tuesday,Arcot Road,0.5867646683085898,0.2873982667341749,3,4,0,0,Serious,0.0105259500298911,1,-1.188475734078874,1,-0.7098701235335674,0.28,5
66,Chennai,2024-11-16,17:09,Monday,GST Road,-1.0145258204073535,-1.834704453746588,1,4,0,0,Minor,0.0105259500298911,1,0.1692650131551784,0,-1.4255108100632818,0.53,2
67,Chennai,2024-02-07,17:52,Monday,GST Road,-1.0191595321255371,-1.894181547451821,2,0,1,2,Minor,0.0105259500298911,3,1.5270057603892306,1,0.5169424819459427,0.36,2
68,Chennai,2024-02-15,13:09,Thursday,Anna Salai,0.9196437245950584,0.8915735760314971,2,4,0,0,Serious,1.2250586457865735,0,-0.5096053604618477,2,1.0962706567557097,0.35,4
69,Chennai,2025-01-13,7:52,Tuesday,GST Road,-0.9927859152865952,-1.817394826354668,2,4,0,2,Minor,-1.2040067457267911,1,0.1692650131551784,2,1.1985050405456703,0.6,2
70,Chennai,2025-05-08,20:38,Tuesday,GST Road,-0.9350253132373552,-1.8332217338709145,3,4,0,0,Serious,-1.2040067457267911,0,-1.188475734078874,0,0.448786226085969,0.66,2
71,Chennai,2025-09-17,14:25,Sunday,Velachery Main Road,-0.1386940495312328,0.3940015988327621,1,2,3,2,Minor,0.0105259500298911,0,-1.188475734078874,1,0.142083074716092,0.49,1
72,Chennai,2024-09-16,21:45,Tuesday,Anna Salai,0.8559083018798138,1.0592741763620688,2,4,3,2,Minor,0.0105259500298911,0,1.5270057603892306,2,0.2102393305760646,0.88,4
73,Chennai,2025-06-01,19:52,Monday,OMR,-1.6330416589798094,0.8317040334850632,2,4,0,2,Minor,1.2250586457865735,2,-1.188475734078874,1,-0.7780263793935399,0.46,3
74,Chennai,2024-04-16,13:12,Monday,Arcot Road,0.5788209190965921,0.292277606558891,3,4,0,1,Minor,1.2250586457865735,0,0.1692650131551784,0,-0.8802607631834993,0.77,5
75,Chennai,2025-07-24,14:36,Friday,Anna Salai,0.95451126213129,1.0213818141254742,3,0,1,0,Minor,1.2250586457865735,0,1.5270057603892306,0,1.0621925288257252,0.46,4
76,Chennai,2025-01-18,8:00,Thursday,GST Road,-0.9532052825828962,-1.9659867036980387,1,4,0,0,Minor,1.2250586457865735,1,0.1692650131551784,2,0.2783955864360371,0.45,2
77,Chennai,2024-08-11,14:25,Wednesday,Anna Salai,0.8809811525267381,0.93337383638814,2,4,3,2,Minor,0.0105259500298911,0,1.5270057603892306,1,0.7554893774558459,0.75,4
78,Chennai,2024-12-24,16:44,Wednesday,OMR,-1.561565552528172,0.6147865732407485,1,4,3,2,Serious,1.2250586457865735,0,0.1692650131551784,0,-0.3350107163037167,0.88,3
79,Chennai,2024-06-14,7:36,Monday,Anna Salai,0.983202110531598,1.1150574936752893,0,2,3,0,Minor,1.2250586457865735,0,0.1692650131551784,1,1.3688956801956025,0.39,4
80,Chennai,2025-03-08,15:32,Monday,OMR,-1.6685113241211642,0.6954315514770639,3,4,0,0,Serious,0.0105259500298911,1,-1.188475734078874,0,-0.3009325883737311,0.59,3
81,Chennai,2025-07-12,15:07,Thursday,Velachery Main Road,-0.2117389527685196,0.4828521003458475,2,2,0,2,Serious,-1.2040067457267911,1,0.1692650131551784,0,-0.4031669721636904,0.58,1
82,Chennai,2024-09-28,9:01,Saturday,GST Road,-0.9810111294459212,-1.8509342753971283,0,4,0,2,Minor,1.2250586457865735,0,0.1692650131551784,1,-1.0506514028334313,0.48,2
83,Chennai,2025-06-10,1:29,Monday,Anna Salai,0.924668763382627,1.0791606107456413,2,1,3,1,Minor,0.0105259500298911,1,1.5270057603892306,1,0.312473714366024,0.46,4
84,Chennai,2025-07-26,13:27,Tuesday,Arcot Road,0.5857862679005824,0.2124652614229933,1,2,3,1,Minor,-1.2040067457267911,1,-0.5096053604618477,0,-0.4031669721636904,0.8,5
85,Chennai,2025-03-29,13:47,Monday,Arcot Road,0.6256480985160248,0.2619949848214809,0,2,1,1,Minor,1.2250586457865735,2,1.5270057603892306,0,0.2443174585060514,0.56,5
86,Chennai,2025-08-29,22:05,Tuesday,Arcot Road,0.6740548018324481,0.2620841281759643,1,2,3,1,Minor,1.2250586457865735,1,0.1692650131551784,2,0.448786226085969,0.62,5
87,Chennai,2024-04-17,17:02,Saturday,Velachery Main Road,-0.1483439917975203,0.6300757120824212,0,4,0,0,Serious,-1.2040067457267911,3,-1.188475734078874,2,-0.8461826352535124,0.41,1
88,Chennai,2025-10-19,21:07,Thursday,Anna Salai,0.8891723657620745,1.0555954511884502,0,2,3,0,Minor,0.0105259500298911,2,-1.188475734078874,0,-0.607635739743608,0.59,4
89,Chennai,2025-10-11,21:14,Monday,Arcot Road,0.6623791245342259,0.3915382315498462,3,0,0,0,Minor,1.2250586457865735,1,0.1692650131551784,2,0.9940362729657516,0.2,5
90,Chennai,2025-01-01,21:13,Sunday,Arcot Road,0.6810787519922051,0.3489095637723785,1,4,0,2,Minor,1.2250586457865735,1,-0.5096053604618477,1,-0.1305419487237991,0.51,5
91,Chennai,2024-12-23,14:33,Thursday,Anna Salai,0.9042676119577344,0.9267497136611812,2,4,3,0,Minor,1.2250586457865735,1,-0.5096053604618477,2,-0.1305419487237991,0.65,4
92,Chennai,2024-07-07,18:25,Sunday,OMR,-1.616749659190054,0.6607006419264579,2,4,3,2,Serious,1.2250586457865735,0,-0.5096053604618477,0,-0.3690888442337036,0.98,3
93,Chennai,2024-07-11,7:36,Saturday,Velachery Main Road,-0.2108717994470704,0.5642820917294659,3,2,2,0,Serious,1.2250586457865735,3,0.1692650131551784,1,-0.471323228023663,0.12,1
94,Chennai,2025-01-21,10:47,Tuesday,GST Road,-0.9739264352531404,-1.8118691659652348,2,2,0,2,Minor,-1.2040067457267911,4,1.5270057603892306,2,-1.8344483452231184,0.4,2
95,Chennai,2025-06-01,8:36,Saturday,Arcot Road,0.5962190395548141,0.2930930337616172,0,4,0,1,Minor,-1.2040067457267911,2,0.1692650131551784,0,1.7778332153554373,0.84,5
96,Chennai,2025-08-04,7:22,Monday,OMR,-1.6566134185498833,0.8064559190389164,2,4,0,0,Serious,-1.2040067457267911,0,1.5270057603892306,0,-1.1188076586934037,0.62,3
97,Chennai,2025-06-04,6:07,Monday,GST Road,-1.0151141387430682,-1.7967835974255693,3,4,0,1,Minor,-1.2040067457267911,0,-1.188475734078874,1,0.9599581450357648,0.53,2
98,Chennai,2025-06-05,16:55,Thursday,Velachery Main Road,-0.1899759752383682,0.4883963006842143,1,4,1,2,Minor,0.0105259500298911,0,1.5270057603892306,1,1.0621925288257252,0.55,1
99,Chennai,2025-07-25,7:13,Tuesday,Poonamallee High Road,1.1001330147701047,-0.7479912073163824,0,4,2,2,Serious,0.0105259500298911,3,0.1692650131551784,1,-1.186963914553376,0.61,0
100,Chennai,2023-12-08,11:39,Thursday,GST Road,-1.0350951667890091,-1.9518079457870263,1,4,0,2,Serious,1.2250586457865735,1,0.1692650131551784,1,0.9599581450357648,0.51,2
101,Chennai,2024-04-22,15:04,Wednesday,Poonamallee High Road,1.159519918533528,-0.8402821303373565,3,4,3,1,Minor,-1.2040067457267911,1,-1.188475734078874,2,-1.7662920893631455,0.72,0
102,Chennai,2023-12-22,15:18,Saturday,Poonamallee High Road,1.1000700488908577,-0.8454532527991354,1,4,0,0,Minor,-1.2040067457267911,1,1.5270057603892306,2,-0.607635739743608,0.37,0
103,Chennai,2025-04-24,16:03,Wednesday,Anna Salai,0.8938435371040683,1.088295914590657,2,4,0,2,Fatal,1.2250586457865735,0,-0.5096053604618477,2,-2.5841671596828184,0.63,4
104,Chennai,2024-07-21,6:37,Monday,GST Road,-0.914917229089367,-1.8928003911850688,2,2,0,0,Minor,-1.2040067457267911,1,-1.188475734078874,0,0.2102393305760646,0.37,2
105,Chennai,2025-08-31,19:27,Thursday,OMR,-1.667761161289507,0.6533928815970103,1,2,0,0,Serious,1.2250586457865735,1,0.1692650131551784,2,-1.084729530763418,0.23,3
106,Chennai,2024-03-05,11:24,Thursday,GST Road,-0.9999433362447692,-1.742759612362086,0,4,0,2,Minor,0.0105259500298911,0,-1.188475734078874,2,0.9258800171057778,0.61,2
107,Chennai,2024-02-04,22:57,Tuesday,OMR,-1.6081795796453031,0.8025553344468092,2,4,0,0,Minor,1.2250586457865735,1,-0.5096053604618477,0,-1.4255108100632818,0.68,3
108,Chennai,2024-02-17,11:07,Thursday,Velachery Main Road,-0.2244912487106622,0.6335306559996317,3,2,3,0,Serious,-1.2040067457267911,6,-0.5096053604618477,2,-0.2668544604437442,0.43,1
109,Chennai,2024-03-29,14:52,Sunday,OMR,-1.650569788031434,0.8043074387282125,2,4,0,1,Serious,1.2250586457865735,0,-1.188475734078874,0,0.6873331215958747,0.85,3
110,Chennai,2024-11-13,13:25,Saturday,GST Road,-0.9864293129706608,-1.970760927907884,2,2,1,2,Minor,0.0105259500298911,1,0.1692650131551784,0,0.4828643540159559,0.61,2
111,Chennai,2025-07-30,20:12,Thursday,Velachery Main Road,-0.1207978204321504,0.5741985173616964,3,1,0,2,Minor,-1.2040067457267911,4,-1.188475734078874,2,-2.00483898487305,0.39,1
112,Chennai,2025-06-06,22:53,Sunday,Arcot Road,0.6855994605306802,0.1960797952646112,2,4,0,0,Minor,0.0105259500298911,1,-0.5096053604618477,2,0.6873331215958747,0.39,5
113,Chennai,2025-08-01,15:48,Sunday,OMR,-1.6499049693234835,0.5821191339479844,2,4,3,0,Minor,1.2250586457865735,0,-0.5096053604618477,2,-1.0165732749034444,0.68,3
114,Chennai,2025-05-10,8:22,Thursday,Arcot Road,0.5826677126358613,0.2814397197089927,3,4,0,0,Minor,1.2250586457865735,0,0.1692650131551784,1,-0.9484170190434718,0.23,5
115,Chennai,2025-01-05,17:42,Friday,OMR,-1.6357166910758518,0.804548149174434,2,4,3,1,Minor,1.2250586457865735,1,-0.5096053604618477,2,1.0962706567557097,0.81,3
116,Chennai,2025-01-20,14:46,Saturday,Poonamallee High Road,1.0405664207734495,-0.8855585856125946,0,4,3,0,Serious,1.2250586457865735,2,1.5270057603892306,2,1.539286319845534,0.61,0
117,Chennai,2024-11-15,15:25,Saturday,Anna Salai,0.8668853844655593,0.9074023318666816,0,2,0,1,Minor,-1.2040067457267911,3,-0.5096053604618477,1,-1.4255108100632818,0.37,4
118,Chennai,2025-05-10,7:40,Thursday,Poonamallee High Road,1.1004174695068032,-0.8394954809214006,3,2,3,2,Minor,0.0105259500298911,1,0.1692650131551784,2,0.9258800171057778,0.7,0
119,Chennai,2025-08-01,11:17,Tuesday,Anna Salai,0.9041381764717352,1.0127737123422718,2,4,0,0,Serious,-1.2040067457267911,0,1.5270057603892306,0,0.4828643540159559,0.63,4
120,Chennai,2024-06-03,11:01,Saturday,Anna Salai,0.9548598001977504,1.1229464343169184,2,4,0,2,Fatal,1.2250586457865735,2,1.5270057603892306,0,0.448786226085969,0.81,4
121,Chennai,2024-03-30,21:48,Friday,Poonamallee High Road,1.075792939520813,-0.7319377108245037,0,4,0,0,Fatal,1.2250586457865735,0,-0.5096053604618477,2,-1.7662920893631455,0.4,0
122,Chennai,2025-02-27,16:19,Monday,Arcot Road,0.6820897373365756,0.1799858040587297,3,4,0,1,Serious,1.2250586457865735,0,1.5270057603892306,1,-1.7322139614331586,0.52,5
123,Chennai,2025-09-16,10:56,Sunday,Poonamallee High Road,1.1660170274930108,-0.7533484238734096,3,2,0,0,Minor,1.2250586457865735,1,1.5270057603892306,1,0.005770562996147,0.18,0
124,Chennai,2024-05-10,21:51,Thursday,OMR,-1.5997068459357988,0.6366908164715379,3,4,0,2,Minor,1.2250586457865735,2,-0.5096053604618477,1,-0.4372451000936761,0.37,3
125,Chennai,2024-03-20,2:17,Monday,OMR,-1.6675839022577876,0.821171325877246,1,0,0,0,Serious,0.0105259500298911,0,-1.188475734078874,2,0.142083074716092,0.17,3
126,Chennai,2024-12-07,18:35,Sunday,Poonamallee High Road,1.1045338258757038,-0.8058077496168659,2,2,0,2,Minor,-1.2040067457267911,0,-1.188475734078874,1,0.0398486909261327,0.33,0
127,Chennai,2025-04-20,0:17,Monday,Anna Salai,0.8988796107984094,0.9060451320620077,3,2,0,1,Fatal,-1.2040067457267911,0,-1.188475734078874,2,0.6532549936658878,0.33,4
128,Chennai,2024-04-06,22:29,Monday,Velachery Main Road,-0.1560149518050418,0.4971645624805078,2,2,0,0,Fatal,-1.2040067457267911,1,1.5270057603892306,0,-0.914338891113486,0.39,1
129,Chennai,2025-06-17,17:18,Friday,Poonamallee High Road,1.097271290501222,-0.7571065424654461,1,4,2,0,Minor,-1.2040067457267911,1,-0.5096053604618477,0,-0.9824951469734586,0.52,0
130,Chennai,2025-03-15,14:10,Tuesday,Poonamallee High Road,1.091824903029549,-0.8627435835571597,1,4,0,2,Minor,1.2250586457865735,2,-1.188475734078874,0,-1.1188076586934037,0.87,0
131,Chennai,2023-11-06,15:34,Wednesday,Velachery Main Road,-0.2179510529129528,0.6336123383999904,0,3,3,2,Minor,-1.2040067457267911,0,0.1692650131551784,1,-0.6757919956035805,0.46,1
132,Chennai,2024-10-27,12:45,Friday,Arcot Road,0.6864251282316192,0.2557125401314698,1,4,2,1,Fatal,-1.2040067457267911,0,1.5270057603892306,0,0.5850987378059153,0.78,5
133,Chennai,2024-04-15,7:07,Sunday,Arcot Road,0.6498364101806814,0.3685232515532143,2,4,3,2,Minor,-1.2040067457267911,0,-0.5096053604618477,1,-1.186963914553376,0.68,5
134,Chennai,2024-01-20,14:44,Tuesday,Poonamallee High Road,1.1008953201206382,-0.7782302235247951,0,4,0,2,Minor,1.2250586457865735,0,-0.5096053604618477,2,1.0962706567557097,0.55,0
135,Chennai,2025-05-21,12:47,Thursday,OMR,-1.5793225656922718,0.7241930707041769,2,4,0,1,Minor,1.2250586457865735,2,1.5270057603892306,0,-0.3009325883737311,0.79,3
136,Chennai,2024-09-15,14:13,Saturday,OMR,-1.6062450480829304,0.830404946890063,3,2,0,0,Minor,0.0105259500298911,2,-0.5096053604618477,2,0.2102393305760646,0.23,3
137,Chennai,2025-06-26,8:14,Monday,Poonamallee High Road,1.0484033222259994,-0.8101062960554283,1,4,3,1,Minor,1.2250586457865735,1,-1.188475734078874,1,-0.0623856928638266,0.75,0
138,Chennai,2025-02-02,11:17,Thursday,GST Road,-0.9411292334420414,-1.8076856944791289,1,2,3,2,Minor,-1.2040067457267911,1,-1.188475734078874,0,-0.3350107163037167,0.93,2
139,Chennai,2024-10-02,6:18,Monday,Velachery Main Road,-0.2305674329097984,0.4763058727813686,1,4,3,2,Fatal,-1.2040067457267911,2,-0.5096053604618477,1,1.1644269126156834,0.57,1
140,Chennai,2024-06-25,10:31,Sunday,Anna Salai,0.8816034012848115,1.1227879042226474,0,2,0,2,Minor,1.2250586457865735,1,0.1692650131551784,0,0.3465518422960108,0.59,4
