accident_id,city,date,time,day_of_week,location,latitude,longitude,road_type,vehicle_type,weather,light_condition,accident_severity,num_vehicles_involved,num_casualties,speed_limit,traffic_density,weather_temp_c,risk_score
89,Chennai,2025-10-11,21:14,Monday,Arcot Road,0.6623791245342259,0.39153823154984624,3,0,0,0,Minor,1.2250586457865735,1,0.16926501315517845,2,0.9940362729657516,0.2
90,Chennai,2025-01-01,21:13,Sunday,Arcot Road,0.6810787519922051,0.3489095637723785,1,4,0,2,Minor,1.2250586457865735,1,-0.5096053604618477,1,-0.13054194872379918,0.51
91,Chennai,2024-12-23,14:33,Thursday,Anna Salai,0.9042676119577343,0.9267497136611812,2,4,3,0,Minor,1.2250586457865735,1,-0.5096053604618477,2,-0.13054194872379918,0.65
92,Chennai,2024-07-07,18:25,Sunday,OMR,-1.6167496591900539,0.6607006419264579,2,4,3,2,Serious,1.2250586457865735,0,-0.5096053604618477,0,-0.3690888442337036,0.98
93,Chennai,2024-07-11,7:36,Saturday,Velachery Main Road,-0.21087179944707043,0.5642820917294659,3,2,2,0,Serious,1.2250586457865735,3,0.16926501315517845,1,-0.471323228023663,0.12
94,Chennai,2025-01-21,10:47,Tuesday,GST Road,-0.9739264352531405,-1.8118691659652348,2,2,0,2,Minor,-1.2040067457267911,4,1.5270057603892306,2,-1.8344483452231182,0.4
95,Chennai,2025-06-01,8:36,Saturday,Arcot Road,0.5962190395548141,0.2930930337616172,0,4,0,1,Minor,-1.2040067457267911,2,0.16926501315517845,0,1.7778332153554373,0.84
96,Chennai,2025-08-04,7:22,Monday,OMR,-1.6566134185498833,0.8064559190389164,2,4,0,0,Serious,-1.2040067457267911,0,1.5270057603892306,0,-1.1188076586934037,0.62
97,Chennai,2025-06-04,6:07,Monday,GST Road,-1.0151141387430682,-1.7967835974255693,3,4,0,1,Minor,-1.2040067457267911,0,-1.1884757340788739,1,0.9599581450357647,0.53
98,Chennai,2025-06-05,16:55,Thursday,Velachery Main Road,-0.18997597523836826,0.48839630068421436,1,4,1,2,Minor,0.010525950029891165,0,1.5270057603892306,1,1.0621925288257252,0.55
99,Chennai,2025-07-25,7:13,Tuesday,Poonamallee High Road,1.1001330147701047,-0.7479912073163824,0,4,2,2,Serious,0.010525950029891165,3,0.16926501315517845,1,-1.1869639145533761,0.61
100,Chennai,2023-12-08,11:39,Thursday,GST Road,-1.0350951667890091,-1.9518079457870265,1,4,0,2,Serious,1.2250586457865735,1,0.16926501315517845,1,0.9599581450357647,0.51
101,Chennai,2024-04-22,15:04,Wednesday,Poonamallee High Road,1.159519918533528,-0.8402821303373565,3,4,3,1,Minor,-1.2040067457267911,1,-1.1884757340788739,2,-1.7662920893631455,0.72
102,Chennai,2023-12-22,15:18,Saturday,Poonamallee High Road,1.1000700488908577,-0.8454532527991354,1,4,0,0,Minor,-1.2040067457267911,1,1.5270057603892306,2,-0.607635739743608,0.37
103,Chennai,2025-04-24,16:03,Wednesday,Anna Salai,0.8938435371040683,1.088295914590657,2,4,0,2,Fatal,1.2250586457865735,0,-0.5096053604618477,2,-2.5841671596828184,0.63
104,Chennai,2024-07-21,6:37,Monday,GST Road,-0.914917229089367,-1.8928003911850686,2,2,0,0,Minor,-1.2040067457267911,1,-1.1884757340788739,0,0.2102393305760646,0.37
105,Chennai,2025-08-31,19:27,Thursday,OMR,-1.6677611612895067,0.6533928815970103,1,2,0,0,Serious,1.2250586457865735,1,0.16926501315517845,2,-1.084729530763418,0.23
106,Chennai,2024-03-05,11:24,Thursday,GST Road,-0.9999433362447693,-1.7427596123620859,0,4,0,2,Minor,0.010525950029891165,0,-1.1884757340788739,2,0.9258800171057778,0.61
107,Chennai,2024-02-04,22:57,Tuesday,OMR,-1.6081795796453033,0.8025553344468092,2,4,0,0,Minor,1.2250586457865735,1,-0.5096053604618477,0,-1.4255108100632818,0.68
108,Chennai,2024-02-17,11:07,Thursday,Velachery Main Road,-0.22449124871066226,0.6335306559996317,3,2,3,0,Serious,-1.2040067457267911,6,-0.5096053604618477,2,-0.2668544604437442,0.43
109,Chennai,2024-03-29,14:52,Sunday,OMR,-1.650569788031434,0.8043074387282125,2,4,0,1,Serious,1.2250586457865735,0,-1.1884757340788739,0,0.6873331215958747,0.85
110,Chennai,2024-11-13,13:25,Saturday,GST Road,-0.9864293129706609,-1.9707609279078842,2,2,1,2,Minor,0.010525950029891165,1,0.16926501315517845,0,0.4828643540159559,0.61
111,Chennai,2025-07-30,20:12,Thursday,Velachery Main Road,-0.12079782043215048,0.5741985173616964,3,1,0,2,Minor,-1.2040067457267911,4,-1.1884757340788739,2,-2.00483898487305,0.39
112,Chennai,2025-06-06,22:53,Sunday,Arcot Road,0.6855994605306802,0.1960797952646112,2,4,0,0,Minor,0.010525950029891165,1,-0.5096053604618477,2,0.6873331215958747,0.39
113,Chennai,2025-08-01,15:48,Sunday,OMR,-1.6499049693234835,0.5821191339479844,2,4,3,0,Minor,1.2250586457865735,0,-0.5096053604618477,2,-1.0165732749034444,0.68
114,Chennai,2025-05-10,8:22,Thursday,Arcot Road,0.5826677126358613,0.2814397197089927,3,4,0,0,Minor,1.2250586457865735,0,0.16926501315517845,1,-0.9484170190434718,0.23
115,Chennai,2025-01-05,17:42,Friday,OMR,-1.6357166910758518,0.804548149174434,2,4,3,1,Minor,1.2250586457865735,1,-0.5096053604618477,2,1.0962706567557097,0.81
116,Chennai,2025-01-20,14:46,Saturday,Poonamallee High Road,1.0405664207734495,-0.8855585856125946,0,4,3,0,Serious,1.2250586457865735,2,1.5270057603892306,2,1.539286319845534,0.61
117,Chennai,2024-11-15,15:25,Saturday,Anna Salai,0.8668853844655593,0.9074023318666816,0,2,0,1,Minor,-1.2040067457267911,3,-0.5096053604618477,1,-1.4255108100632818,0.37
118,Chennai,2025-05-10,7:40,Thursday,Poonamallee High Road,1.1004174695068032,-0.8394954809214006,3,2,3,2,Minor,0.010525950029891165,1,0.16926501315517845,2,0.9258800171057778,0.7
119,Chennai,2025-08-01,11:17,Tuesday,Anna Salai,0.9041381764717352,1.0127737123422718,2,4,0,0,Serious,-1.2040067457267911,0,1.5270057603892306,0,0.4828643540159559,0.63
120,Chennai,2024-06-03,11:01,Saturday,Anna Salai,0.9548598001977504,1.1229464343169184,2,4,0,2,Fatal,1.2250586457865735,2,1.5270057603892306,0,0.448786226085969,0.81
121,Chennai,2024-03-30,21:48,Friday,Poonamallee High Road,1.075792939520813,-0.7319377108245037,0,4,0,0,Fatal,1.2250586457865735,0,-0.5096053604618477,2,-1.7662920893631455,0.4
122,Chennai,2025-02-27,16:19,Monday,Arcot Road,0.6820897373365756,0.1799858040587297,3,4,0,1,Serious,1.2250586457865735,0,1.5270057603892306,1,-1.7322139614331586,0.52
123,Chennai,2025-09-16,10:56,Sunday,Poonamallee High Road,1.1660170274930108,-0.7533484238734096,3,2,0,0,Minor,1.2250586457865735,1,1.5270057603892306,1,0.005770562996147054,0.18
124,Chennai,2024-05-10,21:51,Thursday,OMR,-1.5997068459357988,0.6366908164715379,3,4,0,2,Minor,1.2250586457865735,2,-0.5096053604618477,1,-0.4372451000936761,0.37
125,Chennai,2024-03-20,2:17,Monday,OMR,-1.6675839022577876,0.821171325877246,1,0,0,0,Serious,0.010525950029891165,0,-1.1884757340788739,2,0.14208307471609208,0.17
126,Chennai,2024-12-07,18:35,Sunday,Poonamallee High Road,1.1045338258757038,-0.8058077496168659,2,2,0,2,Minor,-1.2040067457267911,0,-1.1884757340788739,1,0.039848690926132704,0.33
127,Chennai,2025-04-20,0:17,Monday,Anna Salai,0.8988796107984094,0.9060451320620077,3,2,0,1,Fatal,-1.2040067457267911,0,-1.1884757340788739,2,0.6532549936658878,0.33
128,Chennai,2024-04-06,22:29,Monday,Velachery Main Road,-0.15601495180504188,0.49716456248050783,2,2,0,0,Fatal,-1.2040067457267911,1,1.5270057603892306,0,-0.9143388911134861,0.39
129,Chennai,2025-06-17,17:18,Friday,Poonamallee High Road,1.0972712905012219,-0.7571065424654461,1,4,2,0,Minor,-1.2040067457267911,1,-0.5096053604618477,0,-0.9824951469734586,0.52
130,Chennai,2025-03-15,14:10,Tuesday,Poonamallee High Road,1.091824903029549,-0.8627435835571597,1,4,0,2,Minor,1.2250586457865735,2,-1.1884757340788739,0,-1.1188076586934037,0.87
131,Chennai,2023-11-06,15:34,Wednesday,Velachery Main Road,-0.21795105291295286,0.6336123383999904,0,3,3,2,Minor,-1.2040067457267911,0,0.16926501315517845,1,-0.6757919956035805,0.46
132,Chennai,2024-10-27,12:45,Friday,Arcot Road,0.6864251282316192,0.2557125401314698,1,4,2,1,Fatal,-1.2040067457267911,0,1.5270057603892306,0,0.5850987378059153,0.78
133,Chennai,2024-04-15,7:07,Sunday,Arcot Road,0.6498364101806814,0.3685232515532143,2,4,3,2,Minor,-1.2040067457267911,0,-0.5096053604618477,1,-1.1869639145533761,0.68
134,Chennai,2024-01-20,14:44,Tuesday,Poonamallee High Road,1.1008953201206382,-0.7782302235247951,0,4,0,2,Minor,1.2250586457865735,0,-0.5096053604618477,2,1.0962706567557097,0.55
135,Chennai,2025-05-21,12:47,Thursday,OMR,-1.5793225656922718,0.7241930707041769,2,4,0,1,Minor,1.2250586457865735,2,1.5270057603892306,0,-0.3009325883737311,0.79
136,Chennai,2024-09-15,14:13,Saturday,OMR,-1.6062450480829304,0.830404946890063,3,2,0,0,Minor,0.010525950029891165,2,-0.5096053604618477,2,0.2102393305760646,0.23
137,Chennai,2025-06-26,8:14,Monday,Poonamallee High Road,1.0484033222259994,-0.8101062960554283,1,4,3,1,Minor,1.2250586457865735,1,-1.1884757340788739,1,-0.06238569286382667,0.75
138,Chennai,2025-02-02,11:17,Thursday,GST Road,-0.9411292334420414,-1.8076856944791286,1,2,3,2,Minor,-1.2040067457267911,1,-1.1884757340788739,0,-0.33501071630371676,0.93
139,Chennai,2024-10-02,6:18,Monday,Velachery Main Road,-0.2305674329097984,0.47630587278136866,1,4,3,2,Fatal,-1.2040067457267911,2,-0.5096053604618477,1,1.1644269126156834,0.57
140,Chennai,2024-06-25,10:31,Sunday,Anna Salai,0.8816034012848115,1.1227879042226474,0,2,0,2,Minor,1.2250586457865735,1,0.16926501315517845,0,0.3465518422960108,0.59
141,Chennai,2024-04-24,7:54,Tuesday,OMR,-1.6118248582277255,0.6534613216869561,2,4,0,1,Minor,1.2250586457865735,3,-1.1884757340788739,1,0.24431745850605147,0.53
142,Chennai,2025-10-18,12:34,Friday,OMR,-1.5961278884052477,0.7147160510502143,1,4,2,1,Minor,-1.2040067457267911,0,-1.1884757340788739,1,0.24431745850605147,0.51
